time,seconds,altitude,speed
00:00:00,0.5,0,0
00:00:00,1.0,0,1
00:00:00,1.5,0,2
00:00:00,2.0,0,3
00:00:01,2.5,0,4
00:00:01,3.0,0,11
00:00:01,3.5,0,19
00:00:02,4.0,0,23
00:00:02,4.5,0,24
00:00:02,5.0,0,25
00:00:03,5.5,0,26
00:00:04,6.0,0,27
00:00:04,6.5,0,37
00:00:05,7.0,0,46
00:00:05,7.5,0,54
00:00:06,8.0,0,61
00:00:06,8.5,0,68
00:00:07,9.0,0,76
00:00:07,9.5,0,82
00:00:08,10.0,0,93
00:00:08,10.5,0,101
00:00:09,11.0,0,109
00:00:09,11.5,0,117
00:00:10,12.0,0,126
00:00:10,12.5,0,134
00:00:11,13.0,0,142
00:00:11,13.5,0,151
00:00:12,14.0,0,159
00:d0:12,14.5,0,167
00:d0:13,15.0,0,177
00:00:13,15.5,0,185
00:00:14,16.0,0,194
00:00:14,16.5,0,202
00:00:15,17.0,0,211
00:00:15,17.5,0,219
00:00:16,18.0,0,228
00:00:16,18.5,0,236
00:00:17,19.0,0,245
00:00:17,19.5,0,253
00:00:18,20.0,0,262
00:00:18,20.5,0,270
00:00:19,21.0,0,278
00:00:19,21.5,0,287
00:00:20,22.0,0,295
00:00:21,22.5,0,304
00:00:21,23.0,1,312
00:00:22,23.5,1,321
00:00:22,24.0,1,330
00:00:23,24.5,1,338
00:00:23,25.0,1,347
00:00:24,25.5,1,356
00:00:24,26.0,1,365
00:00:25,26.5,1,373
00:00:25,27.0,1,383
00:00:26,27.5,1,391
00:00:26,28.0,1,400
00:00:27,28.5,1,409
00:00:27,29.0,1,419
00:00:28,29.5,1,428
00:00:28,30.0,1,437
00:00:29,30.5,1,446
00:00:29,31.0,1,456
00:00:30,31.5,2,465
00:00:30,32.0,2,475
00:00:31,32.5,2,484
00:00:31,33.0,2,495
00:00:32,33.5,2,505
00:00:32,34.0,2,515
00:00:33,34.5,2,525
00:00:33,35.0,2,535
00:00:34,35.5,2,545
00:00:34,36.0,2,555
00:00:35,36.5,2,565
00:00:35,37.0,2,576
00:00:36,37.5,2,586
00:00:36,38.0,2,597
00:00:37,38.5,2,607
00:00:37,39.0,2,618
00:00:38,39.5,3,629
00:00:38,40.0,3,639
00:00:39,40.5,3,649
00:00:39,41.0,3,660
00:00:40,41.5,3,670
00:00:40,42.0,3,680
00:00:41,42.5,3,690
00:00:41,43.0,3,701
00:00:42,43.5,4,710
00:00:42,44.0,4,720
00:00:43,44.5,4,730
00:00:43,45.0,4,739
00:00:44,45.5,4,749
00:00:44,46.0,4,758
00:00:45,46.5,4,767
00:00:45,47.0,4,777
00:00:46,47.5,4,785
00:00:46,48.0,4,795
00:00:47,48.5,5,803
00:00:47,49.0,5,812
00:00:48,49.5,5,821
00:00:48,50.0,5,830
00:00:49,50.5,5,838
00:00:49,51.0,5,847
00:00:50,51.5,5,855
00:00:50,52.0,5,864
00:00:51,52.5,6,872
00:00:51,53.0,6,880
00:00:52,53.5,6,889
00:00:52,54.0,6,897
00:00:53,54.5,6,905
00:00:53,55.0,6,913
00:00:54,55.5,6,921
00:00:54,56.0,6,928
00:00:55,56.5,7,935
00:00:55,57.0,7,942
00:00:56,57.5,7,949
00:00:56,58.0,7,956
00:00:57,58.5,7,963
00:00:57,59.0,7,970
00:00:58,59.5,7,978
00:00:58,60.0,7,985
00:00:59,60.5,7,992
00:00:59,61.0,7,1000
00:01:00,61.5,7,1008
00:01:00,62.0,7,1016
00:01:01,62.5,8,1024
00:01:01,63.0,8,1033
00:01:02,63.5,8,1042
00:01:02,64.0,8,1051
00:01:03,64.5,8,1060
00:01:03,65.0,8,1069
00:01:04,65.5,8,1078
00:01:04,66.0,9,1088
00:01:05,66.5,9,1097
00:01:05,67.0,9,1107
00:01:06,67.5,9,1116
00:01:06,68.0,9,1126
00:01:07,68.5,10,1136
00:01:07,69.0,10,1146
00:01:08,69.5,10,1156
00:01:08,70.0,10,1167
00:01:09,70.5,10,1177
00:01:09,71.0,10,1187
00:01:10,71.5,10,1198
00:01:10,72.0,11,1209
00:01:11,72.5,11,1220
00:01:11,73.0,11,1231
00:01:12,73.5,11,1242
00:01:12,74.0,11,1254
00:01:13,74.5,11,1265
00:01:13,75.0,12,1276
00:01:14,75.5,12,1288
00:01:14,76.0,12,1300
00:01:15,76.5,12,1311
00:01:15,77.0,12,1324
00:01:16,77.5,12,1335
00:01:16,78.0,13,1348
00:01:17,78.5,13,1361
