time,seconds,altitude,speed
00:02:52,174.0,76,5708
00:02:52,174.5,76,5716
00:02:52,175.0,76,5727
00:02:53,175.5,77,5731
00:02:53,176.0,77,5740
00:02:54,176.5,77,5749
00:02:54,177.0,78,5758
00:02:55,177.5,78,5768
00:02:55,178.0,78,5777
00:02:56,178.5,79,5787
00:02:56,179.0,79,5796
00:02:57,179.5,80,5806
00:02:58,180.0,80,5816
00:02:58,180.5,80,5826
00:02:59,181.0,81,5835
00:02:59,181.5,81,5845
00:03:00,182.0,81,5855
00:03:00,182.5,82,5865
00:03:01,183.0,82,5874
00:03:01,183.5,82,5884
00:03:02,184.0,83,5894
00:03:02,184.5,83,5904
00:03:03,185.0,83,5914
00:03:03,185.5,84,5925
00:03:04,186.0,84,5935
00:03:04,186.5,84,5945
00:03:05,187.0,85,5955
00:03:05,187.5,85,5966
00:03:06,188.0,85,5976
00:03:06,188.5,86,5987
00:03:07,189.0,86,5998
00:03:07,189.5,86,6008
00:03:08,190.0,87,6019
00:03:08,190.5,87,6030
00:03:09,191.0,87,6041
00:03:09,191.5,88,6052
00:03:10,192.0,88,6063
00:03:10,192.5,88,6074
00:03:11,193.0,89,6085
00:03:11,193.5,89,6097
00:03:12,194.0,89,6108
00:03:12,194.5,90,6119
00:03:13,195.0,90,6131
00:03:13,195.5,90,6142
00:03:14,196.0,90,6153
00:03:14,196.5,91,6165
00:03:15,197.0,91,6176
00:03:15,197.5,91,6187
00:03:16,198.0,92,6199
00:03:16,198.5,92,6211
00:03:17,199.0,92,6223
00:03:17,199.5,93,6234
00:03:18,200.0,93,6246
00:03:18,200.5,93,6258
00:03:19,201.0,94,6270
00:03:19,201.5,94,6282
00:03:20,202.0,94,6294
00:03:20,202.5,94,6306
00:03:21,203.0,95,6318
00:03:21,203.5,95,6331
00:03:22,204.0,95,6343
00:03:22,204.5,96,6355
00:03:23,205.0,96,6367
00:03:23,205.5,96,6380
00:03:24,206.0,97,6392
00:03:24,206.5,97,6404
00:03:25,207.0,97,6417
00:03:25,207.5,97,6429
00:03:25,208.0,98,6441
00:03:26,208.5,98,6454
00:03:26,209.0,98,6466
00:03:27,209.5,99,6479
00:03:27,210.0,99,6492
