time,seconds,altitude,speed
00:00:00,2.0,0,0
00:00:00,2.5,0,2
00:00:01,3.0,0,0
00:00:01,3.5,0,0
00:00:02,4.0,0,3
00:00:02,4.5,0,4
00:00:02,5.0,0,7
00:00:03,5.5,0,13
00:00:03,6.0,0,17
00:00:03,6.5,0,18
00:00:04,7.0,0,29
00:00:05,7.5,0,41
00:00:05,8.0,0,50
00:00:06,8.5,0,59
00:00:06,9.0,0,68
00:00:07,9.5,0,74
00:00:07,10.0,0,83
00:00:08,10.5,0,92
00:00:08,11.0,0,101
00:00:08,11.5,0,104
00:00:08,12.0,0,105
00:00:08,12.5,0,105
00:00:10,13.0,0,126
00:00:11,13.5,0,145
00:00:11,14.0,0,156
00:00:12,14.5,0,166
00:00:12,15.0,0,175
00:00:13,15.5,0,185
00:00:13,16.0,0,194
00:00:14,16.5,0,204
00:00:14,17.0,0,210
00:00:14,17.5,0,221
00:00:15,18.0,0,226
00:00:16,18.5,0,241
00:00:16,19.0,0,252
00:00:17,19.5,0,262
00:00:17,20.0,0,272
00:00:18,20.5,0,282
00:00:18,21.0,0,292
00:00:19,21.5,0,303
00:00:19,22.0,0,313
00:00:20,22.5,0,323
00:00:20,23.0,0,334
00:00:21,23.5,0,344
00:00:21,24.0,0,355
00:00:22,24.5,1,365
00:00:22,25.0,1,375
00:00:23,25.5,1,386
00:00:23,26.0,1,397
00:00:24,26.5,1,408
00:00:24,27.0,1,418
00:00:25,27.5,1,429
00:00:25,28.0,1,439
00:00:26,28.5,1,450
00:00:26,29.0,1,460
00:00:27,29.5,1,470
00:00:27,30.0,1,481
00:00:28,30.5,1,492
00:00:28,31.0,1,502
00:00:29,31.5,1,513
00:00:29,32.0,1,523
00:00:30,32.5,2,534
00:00:30,33.0,2,546
00:00:31,33.5,2,556
00:00:31,34.0,2,567
00:00:32,34.5,2,578
00:00:32,35.0,2,589
00:00:33,35.5,2,601
00:00:33,36.0,2,611
00:00:34,36.5,2,623
00:00:34,37.0,2,634
00:00:35,37.5,2,645
00:00:35,38.0,2,657
00:00:36,38.5,3,668
00:00:36,39.0,3,679
00:00:37,39.5,3,691
00:00:37,40.0,3,702
00:00:38,40.5,3,713
00:00:39,41.0,3,724
00:00:39,41.5,3,736
00:00:40,42.0,3,748
00:00:40,42.5,3,759
00:00:40,43.0,3,770
00:00:41,43.5,4,782
00:00:41,44.0,4,792
00:00:42,44.5,4,804
00:00:42,45.0,4,815
00:00:43,45.5,4,826
00:00:43,46.0,4,836
00:00:44,46.5,4,849
00:00:45,47.0,5,859
00:00:45,47.5,5,870
00:00:46,48.0,5,880
00:00:46,48.5,5,890
00:00:47,49.0,5,901
00:00:47,49.5,5,911
00:00:48,50.0,5,921
00:00:48,50.5,5,931
00:00:49,51.0,5,941
00:00:49,51.5,5,951
00:00:50,52.0,6,961
00:00:50,52.5,6,971
00:00:51,53.0,6,981
00:00:51,53.5,6,991
00:00:52,54.0,6,1000
00:00:52,54.5,6,1010
00:00:53,55.0,6,1019
00:00:53,55.5,7,1029
00:00:54,56.0,7,1038
00:00:54,56.5,7,1047
00:00:55,57.0,7,1055
00:00:55,57.5,7,1064
00:00:56,58.0,7,1072
00:00:56,58.5,7,1080
00:00:57,59.0,8,1089
00:00:57,59.5,8,1097
00:00:58,60.0,8,1106
00:00:58,60.5,8,1114
00:00:59,61.0,8,1123
00:00:59,61.5,8,1132
00:01:00,62.0,9,1141
00:01:00,62.5,9,1150
00:01:01,63.0,9,1160
00:01:01,63.5,9,1170
00:01:02,64.0,9,1179
00:01:02,64.5,9,1189
00:01:03,65.0,9,1200
00:01:03,65.5,10,1210
00:01:04,66.0,10,1221
00:01:04,66.5,10,1231
00:01:05,67.0,10,1242
00:01:05,67.5,10,1253
00:01:06,68.0,10,1264
00:01:06,68.5,10,1275
00:01:07,69.0,11,1286
00:01:07,69.5,11,1298
00:01:08,70.0,11,1309
00:01:08,70.5,11,1321
00:01:09,71.0,11,1332
00:01:09,71.5,11,1344
00:01:10,72.0,12,1356
00:01:10,72.5,12,1368
00:01:11,73.0,12,1380
00:01:11,73.5,12,1393
00:01:12,74.0,12,1405
00:01:12,74.5,13,1418
00:01:13,75.0,13,1431
00:01:13,75.5,13,1443
00:01:13,76.0,13,1456
00:01:14,76.5,13,1470
00:01:14,77.0,13,1483
00:01:15,77.5,14,1497
00:01:15,78.0,14,1511
00:01:16,78.5,14,1525
00:01:16,79.0,14,1539
00:01:17,79.5,14,1555
00:01:18,80.0,15,1569
00:01:18,80.5,15,1584
00:01:19,81.0,15,1599
00:01:19,81.5,15,1614
00:01:20,82.0,15,1629
00:01:20,82.5,16,1645
00:01:21,83.0,16,1660
00:01:21,83.5,16,1676
00:01:22,84.0,16,1692
00:01:22,84.5,16,1708
00:01:23,85.0,17,1724
00:01:23,85.5,17,1741
00:01:24,86.0,17,1757
00:01:24,86.5,17,1774
00:01:25,87.0,18,1791
00:01:25,87.5,18,1808
00:01:26,88.0,18,1825
00:01:26,88.5,18,1843
00:01:27,89.0,18,1860
00:01:27,89.5,19,1879
00:01:28,90.0,19,1897
00:01:28,90.5,19,1916
00:01:29,91.0,19,1935
00:01:29,91.5,20,1954
00:01:30,92.0,20,1973
00:01:30,92.5,20,1993
00:01:31,93.0,20,2012
00:01:31,93.5,21,2032
00:01:32,94.0,21,2051
00:01:32,94.5,21,2071
00:01:33,95.0,21,2092
00:01:33,95.5,22,2112
00:01:34,96.0,22,2133
00:01:34,96.5,22,2154
00:01:35,97.0,22,2174
00:01:35,97.5,23,2195
00:01:36,98.0,23,2216
00:01:36,98.5,23,2238
00:01:37,99.0,23,2260
00:01:37,99.5,24,2281
00:01:38,100.0,24,2303
00:01:38,100.5,24,2325
00:01:39,101.0,24,2347
00:01:39,101.5,25,2369
00:01:40,102.0,25,2389
00:01:40,102.5,25,2415
00:01:41,103.0,25,2438
00:01:41,103.5,26,2461
00:01:42,104.0,26,2484
00:01:42,104.5,26,2507
00:01:43,105.0,26,2531
00:01:43,105.5,27,2555
00:01:44,106.0,27,2579
00:01:44,106.5,27,2603
00:01:45,107.0,28,2627
00:01:45,107.5,28,2651
00:01:46,108.0,28,2675
00:01:46,108.5,28,2701
00:01:46,109.0,29,2724
00:01:47,109.5,29,2749
00:01:47,110.0,29,2773
00:01:48,110.5,30,2799
00:01:48,111.0,30,2823
00:01:49,111.5,30,2850
00:01:49,112.0,30,2874
00:01:50,112.5,31,2901
00:01:51,113.0,31,2928
00:01:51,113.5,31,2954
00:01:52,114.0,32,2979
00:01:52,114.5,32,3003
00:01:53,115.0,32,3031
00:01:53,115.5,33,3058
00:01:54,116.0,33,3085
00:01:54,116.5,33,3111
00:01:55,117.0,34,3137
00:01:55,117.5,34,3164
00:01:56,118.0,34,3190
00:01:56,118.5,35,3216
00:01:57,119.0,35,3243
00:01:57,119.5,35,3268
00:01:58,120.0,36,3293
00:01:58,120.5,36,3319
00:01:59,121.0,36,3345
00:01:59,121.5,37,3372
00:02:00,122.0,37,3397
00:02:00,122.5,37,3425
00:02:01,123.0,38,3451
00:02:01,123.5,38,3478
00:02:02,124.0,38,3505
00:02:02,124.5,39,3532
00:02:03,125.0,39,3558
00:02:03,125.5,39,3584
00:02:04,126.0,40,3613
00:02:04,126.5,40,3640
00:02:05,127.0,40,3667
00:02:05,127.5,41,3695
00:02:06,128.0,41,3722
00:02:06,128.5,41,3749
00:02:07,129.0,42,3777
00:02:07,129.5,42,3805
00:02:08,130.0,42,3832
00:02:08,130.5,43,3860
00:02:09,131.0,43,3887
00:02:09,131.5,43,3915
00:02:10,132.0,44,3942
00:02:10,132.5,44,3971
