time,seconds,altitude,speed
00:02:51,173.0,70,5549
00:02:52,173.5,71,5495
00:02:52,174.0,71,5492
00:02:53,174.5,72,5494
00:02:53,175.0,72,5497
00:02:54,175.5,73,5498
00:02:54,176.0,73,5502
00:02:55,176.5,73,5508
00:02:55,177.0,74,5514
00:02:56,177.5,74,5524
00:02:56,178.0,74,5536
00:02:57,178.5,75,5543
00:02:57,179.0,75,5550
00:02:58,179.5,75,5558
00:02:58,180.0,76,5568
00:02:59,180.5,76,5576
00:02:59,181.0,77,5583
00:03:00,181.5,77,5593
00:03:00,182.0,77,5601
00:03:01,182.5,78,5610
00:03:01,183.0,78,5619
00:03:02,183.5,78,5627
00:03:02,184.0,79,5636
00:03:03,184.5,79,5645
00:03:03,185.0,79,5655
00:03:04,185.5,80,5664
00:03:04,186.0,80,5673
00:03:05,186.5,80,5682
00:03:05,187.0,81,5692
00:03:06,187.5,81,5701
00:03:06,188.0,81,5711
00:03:07,188.5,82,5720
00:03:07,189.0,82,5730
00:03:08,189.5,82,5739
00:03:08,190.0,83,5749
00:03:09,190.5,83,5759
00:03:09,191.0,83,5769
00:03:10,191.5,84,5779
00:03:10,192.0,84,5788
00:03:11,192.5,84,5798
00:03:11,193.0,85,5808
00:03:12,193.5,85,5818
00:03:12,194.0,85,5829
00:03:13,194.5,86,5839
00:03:13,195.0,86,5850
00:03:14,195.5,86,5860
00:03:14,196.0,87,5871
00:03:15,196.5,87,5881
00:03:15,197.0,87,5892
00:03:16,197.5,88,5903
00:03:16,198.0,88,5914
00:03:17,198.5,88,5924
00:03:17,199.0,89,5935
00:03:18,199.5,89,5946
00:03:18,200.0,89,5957
00:03:19,200.5,90,5968
00:03:19,201.0,90,5979
00:03:20,201.5,90,5990
00:03:20,202.0,91,6002
00:03:21,202.5,91,6013
00:03:21,203.0,91,6024
00:03:22,203.5,91,6035
00:03:22,204.0,92,6047
00:03:23,204.5,92,6058
00:03:23,205.0,92,6070
00:03:24,205.5,93,6082
00:03:24,206.0,93,6094
00:03:25,206.5,93,6106
00:03:25,207.0,94,6118
00:03:26,207.5,94,6129
00:03:26,208.0,94,6141
00:03:27,208.5,95,6153
00:03:27,209.0,95,6165
00:03:28,209.5,95,6178
00:03:28,210.0,95,6190
00:03:29,210.5,96,6202
00:03:29,211.0,96,6214
00:03:30,211.5,96,6227
00:03:30,212.0,97,6239
00:03:31,212.5,97,6251
00:03:31,213.0,97,6263
00:03:32,213.5,97,6275
00:03:32,214.0,98,6288
00:03:33,214.5,98,6301
00:03:33,215.0,98,6313
00:03:34,215.5,99,6326
00:03:34,216.0,99,6339
00:03:35,216.5,99,6351
00:03:35,217.0,99,6364
00:03:36,217.5,100,6377
00:03:36,218.0,100,6389
00:03:37,218.5,100,6396
00:03:37,219.0,101,6415
00:03:38,219.5,101,6429
00:03:38,220.0,101,6442
00:03:39,220.5,101,6456
00:03:39,221.0,102,6469
00:03:40,221.5,102,6483
00:03:40,222.0,102,6495
00:03:41,222.5,102,6509
00:03:41,223.0,103,6522
00:03:42,223.5,103,6536
00:03:42,224.0,103,6549
00:03:43,224.5,103,6563
00:03:43,225.0,104,6576
00:03:44,225.5,104,6590
00:03:44,226.0,104,6603
00:03:45,226.5,105,6617
00:03:45,227.0,105,6631
00:03:46,227.5,105,6646
00:03:46,228.0,105,6659
00:03:47,228.5,106,6673
00:03:47,229.0,106,6687
00:03:48,229.5,106,6701
00:03:48,230.0,106,6715
00:03:49,230.5,107,6729
00:03:49,231.0,107,6744
00:03:50,231.5,107,6758
00:03:50,232.0,107,6773
00:03:51,232.5,108,6787
00:03:51,233.0,108,6802
00:03:52,233.5,108,6816
00:03:52,234.0,108,6831
00:03:53,234.5,109,6846
00:03:53,235.0,109,6861
00:03:54,235.5,109,6876
00:03:54,236.0,109,6891
00:03:55,236.5,110,6905
00:03:55,237.0,110,6921
00:03:56,237.5,110,6935
00:03:56,238.0,110,6951
00:03:57,238.5,111,6967
00:03:57,239.0,111,6982
00:03:58,239.5,111,6997
00:03:58,240.0,111,7012
00:03:59,240.5,112,7028
00:03:59,241.0,112,7043
00:04:00,241.5,112,7059
00:04:00,242.0,112,7074
00:04:01,242.5,113,7090
00:04:01,243.0,113,7103
00:04:02,243.5,113,7120
00:04:02,244.0,113,7136
00:04:03,244.5,113,7152
00:04:03,245.0,114,7167
00:04:04,245.5,114,7183
00:04:04,246.0,114,7199
00:04:05,246.5,114,7215
00:04:05,247.0,115,7231
00:04:06,247.5,115,7248
00:04:06,248.0,115,7264
00:04:07,248.5,115,7279
00:04:07,249.0,116,7296
00:04:08,249.5,116,7312
00:04:08,250.0,116,7329
00:04:09,250.5,116,7345
00:04:09,251.0,116,7362
00:04:10,251.5,117,7378
00:04:10,252.0,117,7395
00:04:11,252.5,117,7411
00:04:11,253.0,117,7428
00:04:12,253.5,117,7444
00:04:12,254.0,118,7461
00:04:13,254.5,118,7478
00:04:13,255.0,118,7495
00:04:14,255.5,118,7512
00:04:14,256.0,118,7529
00:04:15,256.5,119,7547
00:04:15,257.0,119,7564
00:04:16,257.5,119,7580
00:04:16,258.0,119,7598
00:04:17,258.5,119,7614
00:04:17,259.0,120,7630
00:04:18,259.5,120,7648
00:04:18,260.0,120,7666
00:04:19,260.5,120,7684
00:04:19,261.0,121,7701
00:04:20,261.5,121,7720
00:04:20,262.0,121,7738
00:04:21,262.5,121,7754
00:04:21,263.0,121,7772
00:04:22,263.5,121,7790
00:04:22,264.0,122,7808
00:04:23,264.5,122,7826
00:04:23,265.0,122,7844
00:04:24,265.5,122,7862
00:04:24,266.0,122,7880
00:04:25,266.5,123,7898
00:04:25,267.0,123,7917
00:04:26,267.5,123,7935
00:04:26,268.0,123,7954
00:04:27,268.5,123,7971
00:04:27,269.0,124,7990
00:04:28,269.5,124,8009
00:04:28,270.0,124,8027
00:04:29,270.5,124,8046
00:04:29,271.0,124,8064
